term,str_type,mean_embeddings,category,continental,regional,subclass,source,date_added
javanese,,1,subnational,oceania,austronesia,NA,https://en.wikipedia.org/wiki/Austronesian_peoples,2020-06-15
kadazan_dusun,,1,subnational,oceania,austronesia,NA,https://en.wikipedia.org/wiki/Austronesian_peoples,2020-06-15
kamayo,,1,subnational,oceania,austronesia,NA,https://en.wikipedia.org/wiki/Austronesian_peoples,2020-06-15
kanak,,1,subnational,oceania,austronesia,NA,https://en.wikipedia.org/wiki/Austronesian_peoples,2020-06-15
kankanaey,,1,subnational,oceania,austronesia,NA,https://en.wikipedia.org/wiki/Austronesian_peoples,2020-06-15
kapampangan,,1,subnational,oceania,austronesia,NA,https://en.wikipedia.org/wiki/Austronesian_peoples,2020-06-15
lumad,,1,subnational,oceania,austronesia,NA,https://en.wikipedia.org/wiki/Austronesian_peoples,2020-06-15
lun_bawang,,1,subnational,oceania,austronesia,NA,https://en.wikipedia.org/wiki/Austronesian_peoples,2020-06-15
lundayeh,,1,subnational,oceania,austronesia,NA,https://en.wikipedia.org/wiki/Austronesian_peoples,2020-06-15
luzon,,1,subnational,oceania,austronesia,NA,https://en.wikipedia.org/wiki/Austronesian_peoples,2020-06-15
maguindanao,,1,subnational,oceania,austronesia,NA,https://en.wikipedia.org/wiki/Austronesian_peoples,2020-06-15
malagasy,,1,subnational,oceania,austronesia,NA,https://en.wikipedia.org/wiki/Austronesian_peoples,2020-06-15
malay,,1,subnational,oceania,austronesia,NA,https://en.wikipedia.org/wiki/Austronesian_peoples,2020-06-15
manobo,,1,subnational,oceania,austronesia,NA,https://en.wikipedia.org/wiki/Austronesian_peoples,2020-06-15
māori,,1,subnational,oceania,austronesia,NA,https://en.wikipedia.org/wiki/Austronesian_peoples,2020-06-15
maranao,,1,subnational,oceania,austronesia,NA,https://en.wikipedia.org/wiki/Austronesian_peoples,2020-06-15
masbateño,,1,subnational,oceania,austronesia,NA,https://en.wikipedia.org/wiki/Austronesian_peoples,2020-06-15
melanesians,,1,subnational,oceania,austronesia,NA,https://en.wikipedia.org/wiki/Austronesian_peoples,2020-06-15
merina,,1,subnational,oceania,austronesia,NA,https://en.wikipedia.org/wiki/Austronesian_peoples,2020-06-15
micronesians,,1,subnational,oceania,austronesia,NA,https://en.wikipedia.org/wiki/Austronesian_peoples,2020-06-15
moken,,1,subnational,oceania,austronesia,NA,https://en.wikipedia.org/wiki/Austronesian_peoples,2020-06-15
moro,,1,subnational,oceania,austronesia,NA,https://en.wikipedia.org/wiki/Austronesian_peoples,2020-06-15
murut,,1,subnational,oceania,austronesia,NA,https://en.wikipedia.org/wiki/Austronesian_peoples,2020-06-15
ni_vanuatu,,1,subnational,oceania,austronesia,NA,https://en.wikipedia.org/wiki/Austronesian_peoples,2020-06-15
palauan,,1,subnational,oceania,austronesia,NA,https://en.wikipedia.org/wiki/Austronesian_peoples,2020-06-15
pangasinan,,1,subnational,oceania,austronesia,NA,https://en.wikipedia.org/wiki/Austronesian_peoples,2020-06-15
polynesians,,1,subnational,oceania,austronesia,NA,https://en.wikipedia.org/wiki/Austronesian_peoples,2020-06-15
sakalava,,1,subnational,oceania,austronesia,NA,https://en.wikipedia.org/wiki/Austronesian_peoples,2020-06-15
sama_bajau,,1,subnational,oceania,austronesia,NA,https://en.wikipedia.org/wiki/Austronesian_peoples,2020-06-15
